has_null,gender,age,age_o,race,race_o,importance_same_race,importance_same_religion,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sincere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,interests_correlate,expected_happy_with_sd_people,expected_num_interested_in_me,like,guess_prob_liked,met,match
1,male,27.0,28.0,Other,Asian/PacificIslander/Asian-American,6.0,1.0,13.04,21.74,19.57,17.39,15.22,13.04,6.0,7.0,7.0,5.0,5.0,3.0,16.98,16.98,16.98,16.98,16.98,15.09,8.0,8.0,5.0,6.0,4.0,5.0,-0.05,5.0,,7.0,2.0,0.0,0
1,male,27.0,22.0,Other,European/Caucasian-American,6.0,1.0,15.09,16.98,16.98,16.98,18.87,15.09,4.0,6.0,6.0,3.0,5.0,4.0,16.98,16.98,16.98,16.98,16.98,15.09,5.0,6.0,6.0,5.0,9.0,5.0,0.05,5.0,,5.0,7.0,0.0,0
1,male,27.0,35.0,Other,Asian/PacificIslander/Asian-American,6.0,1.0,15.22,17.39,17.39,17.39,15.22,17.39,7.0,7.0,7.0,5.0,,,16.98,16.98,16.98,16.98,16.98,15.09,5.0,8.0,8.0,5.0,5.0,6.0,-0.02,5.0,,6.0,5.0,0.0,0
1,male,27.0,30.0,Other,Latino/HispanicAmerican,6.0,1.0,19.15,21.28,17.02,17.02,12.77,12.77,4.0,8.0,7.0,5.0,7.0,7.0,16.98,16.98,16.98,16.98,16.98,15.09,7.0,8.0,8.0,8.0,8.0,7.0,0.13,5.0,,8.0,7.0,0.0,0
1,male,27.0,24.0,Other,Asian/PacificIslander/Asian-American,6.0,1.0,15.38,17.31,17.31,19.23,13.46,17.31,7.0,6.0,7.0,6.0,6.0,5.0,16.98,16.98,16.98,16.98,16.98,15.09,6.0,8.0,8.0,6.0,6.0,5.0,-0.27,5.0,,6.0,7.0,0.0,0
1,male,27.0,22.0,Other,Black/AfricanAmerican,6.0,1.0,15.38,19.23,19.23,17.31,17.31,11.54,5.0,10.0,8.0,8.0,9.0,4.0,16.98,16.98,16.98,16.98,16.98,15.09,6.0,7.0,7.0,6.0,7.0,6.0,-0.22,5.0,,6.0,7.0,0.0,0
1,male,27.0,22.0,Other,Black/AfricanAmerican,6.0,1.0,16.07,17.86,17.86,17.86,17.86,12.5,6.0,8.0,8.0,8.0,9.0,8.0,16.98,16.98,16.98,16.98,16.98,15.09,5.0,7.0,6.0,6.0,7.0,5.0,-0.22,5.0,,6.0,7.0,0.0,0
1,male,27.0,24.0,Other,European/Caucasian-American,6.0,1.0,20.0,22.5,17.5,22.5,10.0,7.5,6.0,8.0,8.0,7.0,6.0,9.0,16.98,16.98,16.98,16.98,16.98,15.09,6.0,8.0,7.0,7.0,7.0,6.0,0.05,5.0,,7.0,7.0,0.0,0
1,male,25.0,29.0,European/Caucasian-American,Asian/PacificIslander/Asian-American,1.0,1.0,9.52,23.81,16.67,16.67,16.67,16.67,5.0,5.0,6.0,6.0,6.0,6.0,15.56,20.0,20.0,20.0,13.33,11.11,5.0,8.0,8.0,8.0,4.0,,0.21,8.0,,4.0,6.0,0.0,0
1,male,25.0,23.0,European/Caucasian-American,Other,1.0,1.0,12.24,20.41,16.33,14.29,20.41,16.33,7.0,8.0,7.0,7.0,5.0,7.0,15.56,20.0,20.0,20.0,13.33,11.11,9.0,8.0,8.0,9.0,8.0,10.0,0.05,8.0,,7.0,5.0,1.0,1
1,male,25.0,28.0,European/Caucasian-American,Asian/PacificIslander/Asian-American,1.0,1.0,13.04,21.74,19.57,17.39,15.22,13.04,8.0,7.0,6.0,8.0,6.0,2.0,15.56,20.0,20.0,20.0,13.33,11.11,9.0,,8.0,7.0,9.0,3.0,-0.34,8.0,,7.0,5.0,,0
1,male,25.0,22.0,European/Caucasian-American,European/Caucasian-American,1.0,1.0,15.09,16.98,16.98,16.98,18.87,15.09,6.0,7.0,7.0,8.0,8.0,3.0,15.56,20.0,20.0,20.0,13.33,11.11,5.0,,5.0,8.0,5.0,,-0.03,8.0,,4.0,5.0,1.0,0
1,male,25.0,35.0,European/Caucasian-American,Asian/PacificIslander/Asian-American,1.0,1.0,15.22,17.39,17.39,17.39,15.22,17.39,7.0,5.0,7.0,7.0,5.0,,15.56,20.0,20.0,20.0,13.33,11.11,3.0,9.0,8.0,9.0,,9.0,0.01,8.0,,5.0,5.0,0.0,0
1,male,25.0,30.0,European/Caucasian-American,Latino/HispanicAmerican,1.0,1.0,19.15,21.28,17.02,17.02,12.77,12.77,7.0,6.0,7.0,7.0,7.0,7.0,15.56,20.0,20.0,20.0,13.33,11.11,10.0,8.0,10.0,9.0,9.0,5.0,0.22,8.0,,9.0,5.0,0.0,1
1,male,25.0,24.0,European/Caucasian-American,Asian/PacificIslander/Asian-American,1.0,1.0,15.38,17.31,17.31,19.23,13.46,17.31,8.0,7.0,7.0,8.0,7.0,6.0,15.56,20.0,20.0,20.0,13.33,11.11,7.0,5.0,7.0,7.0,,,0.13,8.0,,6.0,4.0,0.0,0
1,male,25.0,22.0,European/Caucasian-American,Black/AfricanAmerican,1.0,1.0,15.38,19.23,19.23,17.31,17.31,11.54,5.0,5.0,6.0,10.0,5.0,4.0,15.56,20.0,20.0,20.0,13.33,11.11,6.0,9.0,,9.0,,,-0.18,8.0,,7.0,6.0,0.0,1
1,male,25.0,22.0,European/Caucasian-American,Black/AfricanAmerican,1.0,1.0,16.07,17.86,17.86,17.86,17.86,12.5,7.0,8.0,9.0,9.0,9.0,8.0,15.56,20.0,20.0,20.0,13.33,11.11,7.0,5.0,7.0,7.0,,,0.01,8.0,,6.0,4.0,0.0,0
1,male,25.0,24.0,European/Caucasian-American,European/Caucasian-American,1.0,1.0,20.0,22.5,17.5,22.5,10.0,7.5,7.0,7.0,7.0,9.0,9.0,9.0,15.56,20.0,20.0,20.0,13.33,11.11,8.0,3.0,8.0,8.0,4.0,1.0,0.24,8.0,,6.0,6.0,1.0,0
1,male,28.0,29.0,European/Caucasian-American,Asian/PacificIslander/Asian-American,6.0,1.0,9.52,23.81,16.67,16.67,16.67,16.67,5.0,6.0,5.0,7.0,7.0,6.0,20.45,20.45,20.45,18.18,18.18,2.27,5.0,8.0,7.0,6.0,6.0,8.0,0.32,4.0,,5.0,6.0,0.0,0
1,male,28.0,23.0,European/Caucasian-American,Other,6.0,1.0,12.24,20.41,16.33,14.29,20.41,16.33,1.0,7.0,8.0,8.0,8.0,8.0,20.45,20.45,20.45,18.18,18.18,2.27,5.0,9.0,8.0,7.0,8.0,8.0,0.65,4.0,,5.0,7.0,0.0,0
1,male,28.0,28.0,European/Caucasian-American,Asian/PacificIslander/Asian-American,6.0,1.0,13.04,21.74,19.57,17.39,15.22,13.04,8.0,6.0,7.0,8.0,7.0,6.0,20.45,20.45,20.45,18.18,18.18,2.27,7.0,8.0,7.0,7.0,8.0,7.0,0.32,4.0,,6.0,7.0,0.0,1
1,male,28.0,22.0,European/Caucasian-American,European/Caucasian-American,6.0,1.0,15.09,16.98,16.98,16.98,18.87,15.09,7.0,7.0,7.0,6.0,8.0,7.0,20.45,20.45,20.45,18.18,18.18,2.27,5.0,7.0,7.0,6.0,6.0,6.0,0.14,4.0,,5.0,6.0,0.0,0
1,male,28.0,35.0,European/Caucasian-American,Asian/PacificIslander/Asian-American,6.0,1.0,15.22,17.39,17.39,17.39,15.22,17.39,8.0,7.0,7.0,7.0,7.0,,20.45,20.45,20.45,18.18,18.18,2.27,5.0,8.0,7.0,7.0,5.0,5.0,0.51,4.0,,6.0,7.0,0.0,0
1,male,28.0,30.0,European/Caucasian-American,Latino/HispanicAmerican,6.0,1.0,19.15,21.28,17.02,17.02,12.77,12.77,4.0,7.0,6.0,4.0,6.0,5.0,20.45,20.45,20.45,18.18,18.18,2.27,8.0,8.0,9.0,8.0,8.0,6.0,0.45,4.0,,7.0,6.0,0.0,0
1,male,28.0,24.0,European/Caucasian-American,Asian/PacificIslander/Asian-American,6.0,1.0,15.38,17.31,17.31,19.23,13.46,17.31,8.0,7.0,8.0,8.0,8.0,7.0,20.45,20.45,20.45,18.18,18.18,2.27,7.0,8.0,7.0,7.0,8.0,7.0,0.13,4.0,,6.0,7.0,0.0,0
1,male,28.0,22.0,European/Caucasian-American,Black/AfricanAmerican,6.0,1.0,15.38,19.23,19.23,17.31,17.31,11.54,8.0,9.0,8.0,8.0,8.0,4.0,20.45,20.45,20.45,18.18,18.18,2.27,8.0,8.0,8.0,8.0,8.0,5.0,0.16,4.0,,7.0,7.0,0.0,1
1,male,28.0,22.0,European/Caucasian-American,Black/AfricanAmerican,6.0,1.0,16.07,17.86,17.86,17.86,17.86,12.5,9.0,9.0,9.0,9.0,9.0,8.0,20.45,20.45,20.45,18.18,18.18,2.27,5.0,7.0,7.0,7.0,8.0,5.0,-0.12,4.0,,6.0,5.0,0.0,0
1,male,28.0,24.0,European/Caucasian-American,European/Caucasian-American,6.0,1.0,20.0,22.5,17.5,22.5,10.0,7.5,7.0,7.0,7.0,7.0,7.0,7.0,20.45,20.45,20.45,18.18,18.18,2.27,5.0,7.0,7.0,6.0,6.0,6.0,0.43,4.0,,5.0,6.0,0.0,0
1,male,24.0,29.0,European/Caucasian-American,Asian/PacificIslander/Asian-American,2.0,7.0,9.52,23.81,16.67,16.67,16.67,16.67,6.0,5.0,6.0,7.0,7.0,7.0,19.57,19.57,15.22,17.39,15.22,13.04,3.0,8.0,8.0,4.0,6.0,3.0,-0.03,4.0,,4.0,5.0,0.0,0
1,male,24.0,23.0,European/Caucasian-American,Other,2.0,7.0,12.24,20.41,16.33,14.29,20.41,16.33,1.0,5.0,7.0,8.0,7.0,8.0,19.57,19.57,15.22,17.39,15.22,13.04,4.0,8.0,7.0,6.0,4.0,5.0,0.05,4.0,,6.0,9.0,0.0,0
1,male,24.0,28.0,European/Caucasian-American,Asian/PacificIslander/Asian-American,2.0,7.0,13.04,21.74,19.57,17.39,15.22,13.04,8.0,7.0,9.0,6.0,7.0,7.0,19.57,19.57,15.22,17.39,15.22,13.04,7.0,8.0,9.0,3.0,9.0,3.0,-0.47,4.0,,5.0,2.0,0.0,0
1,male,24.0,22.0,European/Caucasian-American,European/Caucasian-American,2.0,7.0,15.09,16.98,16.98,16.98,18.87,15.09,7.0,7.0,8.0,8.0,8.0,7.0,19.57,19.57,15.22,17.39,15.22,13.04,6.0,8.0,6.0,7.0,9.0,4.0,0.07,4.0,,6.0,8.0,0.0,0
1,male,24.0,35.0,European/Caucasian-American,Asian/PacificIslander/Asian-American,2.0,7.0,15.22,17.39,17.39,17.39,15.22,17.39,6.0,6.0,7.0,5.0,,,19.57,19.57,15.22,17.39,15.22,13.04,4.0,7.0,6.0,6.0,6.0,4.0,-0.11,4.0,,5.0,4.0,0.0,0
1,male,24.0,30.0,European/Caucasian-American,Latino/HispanicAmerican,2.0,7.0,19.15,21.28,17.02,17.02,12.77,12.77,6.0,6.0,6.0,6.0,5.0,4.0,19.57,19.57,15.22,17.39,15.22,13.04,7.0,7.0,8.0,8.0,6.0,4.0,-0.02,4.0,,7.0,9.0,0.0,0
1,male,24.0,24.0,European/Caucasian-American,Asian/PacificIslander/Asian-American,2.0,7.0,15.38,17.31,17.31,19.23,13.46,17.31,9.0,8.0,8.0,9.0,8.0,9.0,19.57,19.57,15.22,17.39,15.22,13.04,7.0,7.0,8.0,8.0,6.0,4.0,0.02,4.0,,7.0,7.0,0.0,1
1,male,24.0,22.0,European/Caucasian-American,Black/AfricanAmerican,2.0,7.0,15.38,19.23,19.23,17.31,17.31,11.54,6.0,4.0,4.0,9.0,5.0,9.0,19.57,19.57,15.22,17.39,15.22,13.04,7.0,7.0,6.0,5.0,6.0,3.0,-0.3,4.0,,3.0,2.0,0.0,0
1,male,24.0,22.0,European/Caucasian-American,Black/AfricanAmerican,2.0,7.0,16.07,17.86,17.86,17.86,17.86,12.5,8.0,9.0,9.0,9.0,9.0,8.0,19.57,19.57,15.22,17.39,15.22,13.04,3.0,8.0,7.0,6.0,7.0,3.0,0.33,4.0,,5.0,4.0,0.0,0
1,male,24.0,24.0,European/Caucasian-American,European/Caucasian-American,2.0,7.0,20.0,22.5,17.5,22.5,10.0,7.5,8.0,8.0,8.0,8.0,8.0,8.0,19.57,19.57,15.22,17.39,15.22,13.04,5.0,7.0,6.0,5.0,5.0,6.0,0.32,4.0,,6.0,6.0,0.0,0
1,male,25.0,29.0,Asian/PacificIslander/Asian-American,Asian/PacificIslander/Asian-American,2.0,2.0,9.52,23.81,16.67,16.67,16.67,16.67,6.0,5.0,6.0,7.0,7.0,7.0,20.93,16.28,23.26,16.28,11.63,11.63,3.0,9.0,7.0,5.0,6.0,6.0,0.37,4.0,,7.0,6.0,0.0,0
1,male,25.0,23.0,Asian/PacificIslander/Asian-American,Other,2.0,2.0,12.24,20.41,16.33,14.29,20.41,16.33,4.0,6.0,7.0,6.0,7.0,7.0,20.93,16.28,23.26,16.28,11.63,11.63,5.0,8.0,8.0,6.0,8.0,9.0,0.39,4.0,,8.0,8.0,1.0,1
1,male,25.0,28.0,Asian/PacificIslander/Asian-American,Asian/PacificIslander/Asian-American,2.0,2.0,13.04,21.74,19.57,17.39,15.22,13.04,7.0,8.0,8.0,6.0,7.0,6.0,20.93,16.28,23.26,16.28,11.63,11.63,6.0,9.0,9.0,3.0,9.0,6.0,0.4,4.0,,5.0,7.0,0.0,0
1,male,25.0,22.0,Asian/PacificIslander/Asian-American,European/Caucasian-American,2.0,2.0,15.09,16.98,16.98,16.98,18.87,15.09,5.0,7.0,7.0,6.0,7.0,5.0,20.93,16.28,23.26,16.28,11.63,11.63,6.0,8.0,8.0,6.0,8.0,7.0,0.58,4.0,,8.0,7.0,0.0,0
1,male,25.0,35.0,Asian/PacificIslander/Asian-American,Asian/PacificIslander/Asian-American,2.0,2.0,15.22,17.39,17.39,17.39,15.22,17.39,7.0,8.0,8.0,,,,20.93,16.28,23.26,16.28,11.63,11.63,3.0,9.0,9.0,6.0,10.0,9.0,0.27,4.0,,8.0,8.0,0.0,0
1,male,25.0,30.0,Asian/PacificIslander/Asian-American,Latino/HispanicAmerican,2.0,2.0,19.15,21.28,17.02,17.02,12.77,12.77,5.0,7.0,7.0,8.0,8.0,7.0,20.93,16.28,23.26,16.28,11.63,11.63,9.0,9.0,9.0,8.0,8.0,8.0,0.41,4.0,,9.0,6.0,0.0,0
1,male,25.0,24.0,Asian/PacificIslander/Asian-American,Asian/PacificIslander/Asian-American,2.0,2.0,15.38,17.31,17.31,19.23,13.46,17.31,7.0,7.0,7.0,8.0,6.0,5.0,20.93,16.28,23.26,16.28,11.63,11.63,7.0,8.0,8.0,6.0,7.0,8.0,0.15,4.0,,8.0,7.0,0.0,0
1,male,25.0,22.0,Asian/PacificIslander/Asian-American,Black/AfricanAmerican,2.0,2.0,15.38,19.23,19.23,17.31,17.31,11.54,8.0,8.0,9.0,8.0,9.0,9.0,20.93,16.28,23.26,16.28,11.63,11.63,8.0,10.0,8.0,6.0,9.0,9.0,0.54,4.0,,8.0,7.0,0.0,1
1,male,25.0,22.0,Asian/PacificIslander/Asian-American,Black/AfricanAmerican,2.0,2.0,16.07,17.86,17.86,17.86,17.86,12.5,5.0,8.0,9.0,9.0,9.0,6.0,20.93,16.28,23.26,16.28,11.63,11.63,3.0,9.0,7.0,6.0,8.0,6.0,0.53,4.0,,8.0,8.0,0.0,0
1,male,25.0,24.0,Asian/PacificIslander/Asian-American,European/Caucasian-American,2.0,2.0,20.0,22.5,17.5,22.5,10.0,7.5,7.0,8.0,7.0,6.0,6.0,6.0,20.93,16.28,23.26,16.28,11.63,11.63,6.0,8.0,7.0,7.0,6.0,6.0,-0.38,4.0,,7.0,6.0,0.0,0
1,female,24.0,23.0,European/Caucasian-American,European/Caucasian-American,9.0,9.0,17.02,21.28,17.02,21.28,14.89,8.51,7.0,8.0,6.0,7.0,8.0,3.0,16.0,16.0,20.0,16.0,18.0,14.0,7.0,8.0,10.0,8.0,10.0,7.0,-0.22,7.0,,7.0,5.0,0.0,0
1,female,24.0,26.0,European/Caucasian-American,Asian/PacificIslander/Asian-American,9.0,9.0,14.89,19.15,21.28,19.15,14.89,10.64,3.0,4.0,4.0,3.0,3.0,4.0,16.0,16.0,20.0,16.0,18.0,14.0,9.0,9.0,9.0,9.0,9.0,7.0,0.74,7.0,,8.0,6.0,0.0,0
1,female,24.0,27.0,European/Caucasian-American,European/Caucasian-American,9.0,9.0,7.5,17.5,20.0,22.5,12.5,20.0,5.0,5.0,7.0,5.0,5.0,5.0,16.0,16.0,20.0,16.0,18.0,14.0,4.0,8.0,8.0,6.0,8.0,5.0,0.34,7.0,,5.0,5.0,0.0,0
1,female,24.0,26.0,European/Caucasian-American,European/Caucasian-American,9.0,9.0,21.28,17.02,21.28,12.77,6.38,21.28,3.0,9.0,9.0,4.0,7.0,6.0,16.0,16.0,20.0,16.0,18.0,14.0,8.0,8.0,10.0,7.0,10.0,9.0,-0.43,7.0,,6.0,5.0,0.0,0
1,female,24.0,24.0,European/Caucasian-American,European/Caucasian-American,9.0,9.0,20.51,5.13,23.08,12.82,17.95,20.51,2.0,6.0,4.0,5.0,4.0,4.0,16.0,16.0,20.0,16.0,18.0,14.0,8.0,9.0,10.0,7.0,10.0,7.0,-0.29,7.0,,6.0,4.0,0.0,0
1,female,24.0,26.0,European/Caucasian-American,European/Caucasian-American,9.0,9.0,16.28,16.28,18.6,16.28,16.28,16.28,3.0,7.0,,3.0,4.0,5.0,16.0,16.0,20.0,16.0,18.0,14.0,8.0,9.0,8.0,7.0,8.0,6.0,-0.03,7.0,,6.0,6.0,0.0,0
1,female,24.0,25.0,European/Caucasian-American,Other,9.0,9.0,16.67,16.67,16.67,16.67,14.81,18.52,5.0,8.0,8.0,7.0,9.0,0.0,16.0,16.0,20.0,16.0,18.0,14.0,6.0,10.0,10.0,9.0,10.0,7.0,-0.22,7.0,,7.0,7.0,0.0,0
1,female,24.0,27.0,European/Caucasian-American,Asian/PacificIslander/Asian-American,9.0,9.0,15.56,17.78,17.78,17.78,17.78,13.33,4.0,3.0,6.0,7.0,6.0,5.0,16.0,16.0,20.0,16.0,18.0,14.0,8.0,10.0,10.0,8.0,10.0,7.0,0.41,7.0,,8.0,7.0,0.0,1
1,female,24.0,27.0,European/Caucasian-American,European/Caucasian-American,9.0,9.0,9.52,19.05,23.81,19.05,4.76,23.81,7.0,4.0,4.0,4.0,7.0,2.0,16.0,16.0,20.0,16.0,18.0,14.0,3.0,10.0,9.0,6.0,8.0,5.0,-0.23,7.0,,5.0,5.0,0.0,0
1,female,24.0,28.0,European/Caucasian-American,European/Caucasian-American,9.0,9.0,17.39,17.39,19.57,19.57,10.87,15.22,7.0,7.0,7.0,8.0,6.0,7.0,16.0,16.0,20.0,16.0,18.0,14.0,6.0,10.0,10.0,7.0,10.0,6.0,0.3,7.0,,6.0,6.0,0.0,0
1,female,24.0,32.0,European/Caucasian-American,European/Caucasian-American,9.0,9.0,17.24,17.24,17.24,17.24,13.79,17.24,5.0,8.0,7.0,7.0,6.0,7.0,16.0,16.0,20.0,16.0,18.0,14.0,7.0,9.0,10.0,8.0,9.0,9.0,0.19,7.0,,7.0,7.0,0.0,0
1,female,24.0,28.0,European/Caucasian-American,Latino/HispanicAmerican,9.0,9.0,14.71,14.71,14.71,14.71,20.59,20.59,6.0,4.0,5.0,5.0,3.0,4.0,16.0,16.0,20.0,16.0,18.0,14.0,7.0,10.0,10.0,8.0,9.0,6.0,-0.18,7.0,,7.0,6.0,0.0,0
1,female,24.0,23.0,European/Caucasian-American,European/Caucasian-American,9.0,9.0,25.64,17.95,15.38,20.51,10.26,10.26,4.0,5.0,5.0,4.0,5.0,4.0,16.0,16.0,20.0,16.0,18.0,14.0,10.0,8.0,8.0,8.0,8.0,7.0,-0.07,7.0,,7.0,6.0,0.0,0
1,female,24.0,26.0,European/Caucasian-American,European/Caucasian-American,9.0,9.0,20.0,16.0,18.0,16.0,16.0,14.0,4.0,6.0,6.0,5.0,5.0,5.0,16.0,16.0,20.0,16.0,18.0,14.0,10.0,8.0,7.0,7.0,9.0,6.0,0.57,7.0,,7.0,5.0,0.0,0
1,female,24.0,24.0,European/Caucasian-American,Asian/PacificIslander/Asian-American,9.0,9.0,13.51,18.92,21.62,13.51,13.51,18.92,6.0,7.0,6.0,4.0,6.0,5.0,16.0,16.0,20.0,16.0,18.0,14.0,7.0,10.0,10.0,6.0,10.0,5.0,-0.05,7.0,,6.0,4.0,0.0,0
1,female,24.0,28.0,European/Caucasian-American,European/Caucasian-American,9.0,9.0,21.43,16.67,21.43,16.67,11.9,11.9,1.0,5.0,5.0,3.0,5.0,3.0,16.0,16.0,20.0,16.0,18.0,14.0,8.0,9.0,8.0,6.0,7.0,7.0,0.33,7.0,,7.0,6.0,0.0,0
1,female,24.0,42.0,European/Caucasian-American,European/Caucasian-American,9.0,9.0,23.81,23.81,23.81,23.81,2.38,2.38,3.0,5.0,5.0,2.0,2.0,2.0,16.0,16.0,20.0,16.0,18.0,14.0,6.0,10.0,9.0,8.0,8.0,6.0,-0.02,7.0,,5.0,5.0,0.0,0
1,female,24.0,30.0,European/Caucasian-American,Latino/HispanicAmerican,9.0,9.0,18.6,20.93,23.26,23.26,2.33,11.63,5.0,4.0,6.0,5.0,6.0,4.0,16.0,16.0,20.0,16.0,18.0,14.0,8.0,10.0,9.0,8.0,8.0,7.0,-0.28,7.0,,7.0,7.0,0.0,0
1,female,24.0,31.0,European/Caucasian-American,European/Caucasian-American,9.0,9.0,17.78,17.78,17.78,17.78,13.33,15.56,5.0,5.0,5.0,4.0,3.0,5.0,16.0,16.0,20.0,16.0,18.0,14.0,5.0,10.0,9.0,6.0,7.0,6.0,-0.44,7.0,,5.0,7.0,0.0,0
1,female,24.0,29.0,European/Caucasian-American,Asian/PacificIslander/Asian-American,9.0,9.0,14.0,20.0,18.0,16.0,14.0,18.0,6.0,7.0,8.0,7.0,8.0,,16.0,16.0,20.0,16.0,18.0,14.0,6.0,7.0,9.0,7.0,8.0,6.0,0.17,7.0,,7.0,5.0,0.0,0
1,female,27.0,23.0,European/Caucasian-American,European/Caucasian-American,3.0,9.0,17.02,21.28,17.02,21.28,14.89,8.51,9.0,8.0,7.0,7.0,7.0,5.0,15.38,19.23,19.23,19.23,13.46,13.46,8.0,7.0,10.0,8.0,9.0,9.0,0.27,8.0,,10.0,1.0,1.0,0
1,female,27.0,26.0,European/Caucasian-American,Asian/PacificIslander/Asian-American,3.0,9.0,14.89,19.15,21.28,19.15,14.89,10.64,5.0,9.0,8.0,9.0,7.0,9.0,15.38,19.23,19.23,19.23,13.46,13.46,7.0,8.0,9.0,9.0,8.0,9.0,0.41,8.0,,10.0,8.0,0.0,1
1,female,27.0,27.0,European/Caucasian-American,European/Caucasian-American,3.0,9.0,7.5,17.5,20.0,22.5,12.5,20.0,7.0,7.0,9.0,8.0,8.0,4.0,15.38,19.23,19.23,19.23,13.46,13.46,5.0,8.0,7.0,6.0,8.0,6.0,-0.03,8.0,,6.0,7.0,0.0,0
1,female,27.0,26.0,European/Caucasian-American,European/Caucasian-American,3.0,9.0,21.28,17.02,21.28,12.77,6.38,21.28,6.0,5.0,9.0,4.0,6.0,5.0,15.38,19.23,19.23,19.23,13.46,13.46,9.0,6.0,10.0,7.0,9.0,6.0,0.01,8.0,,6.0,7.0,0.0,1
1,female,27.0,24.0,European/Caucasian-American,European/Caucasian-American,3.0,9.0,20.51,5.13,23.08,12.82,17.95,20.51,6.0,7.0,7.0,5.0,6.0,6.0,15.38,19.23,19.23,19.23,13.46,13.46,6.0,10.0,10.0,5.0,9.0,6.0,0.07,8.0,,7.0,6.0,0.0,0
1,female,27.0,26.0,European/Caucasian-American,European/Caucasian-American,3.0,9.0,16.28,16.28,18.6,16.28,16.28,16.28,7.0,8.0,7.0,7.0,4.0,7.0,15.38,19.23,19.23,19.23,13.46,13.46,9.0,10.0,9.0,9.0,8.0,9.0,0.09,8.0,,9.0,7.0,0.0,0
1,female,27.0,25.0,European/Caucasian-American,Other,3.0,9.0,16.67,16.67,16.67,16.67,14.81,18.52,8.0,8.0,9.0,10.0,8.0,9.0,15.38,19.23,19.23,19.23,13.46,13.46,5.0,10.0,9.0,8.0,9.0,6.0,0.6,8.0,,9.0,8.0,0.0,0
1,female,27.0,27.0,European/Caucasian-American,Asian/PacificIslander/Asian-American,3.0,9.0,15.56,17.78,17.78,17.78,17.78,13.33,7.0,8.0,8.0,8.0,5.0,5.0,15.38,19.23,19.23,19.23,13.46,13.46,7.0,8.0,7.0,7.0,8.0,6.0,-0.21,8.0,,7.0,5.0,0.0,0
1,female,27.0,27.0,European/Caucasian-American,European/Caucasian-American,3.0,9.0,9.52,19.05,23.81,19.05,4.76,23.81,6.0,3.0,8.0,3.0,3.0,2.0,15.38,19.23,19.23,19.23,13.46,13.46,4.0,5.0,10.0,5.0,6.0,4.0,0.03,8.0,,5.0,7.0,0.0,0
1,female,27.0,28.0,European/Caucasian-American,European/Caucasian-American,3.0,9.0,17.39,17.39,19.57,19.57,10.87,15.22,6.0,8.0,6.0,7.0,6.0,5.0,15.38,19.23,19.23,19.23,13.46,13.46,6.0,8.0,10.0,5.0,7.0,6.0,0.22,8.0,,8.0,6.0,0.0,0
1,female,27.0,32.0,European/Caucasian-American,European/Caucasian-American,3.0,9.0,17.24,17.24,17.24,17.24,13.79,17.24,7.0,6.0,7.0,7.0,7.0,8.0,15.38,19.23,19.23,19.23,13.46,13.46,8.0,8.0,10.0,6.0,7.0,7.0,0.44,8.0,,8.0,7.0,0.0,0
1,female,27.0,28.0,European/Caucasian-American,Latino/HispanicAmerican,3.0,9.0,14.71,14.71,14.71,14.71,20.59,20.59,6.0,7.0,7.0,7.0,6.0,6.0,15.38,19.23,19.23,19.23,13.46,13.46,6.0,7.0,8.0,9.0,8.0,7.0,-0.27,8.0,,8.0,8.0,0.0,1
1,female,27.0,23.0,European/Caucasian-American,European/Caucasian-American,3.0,9.0,25.64,17.95,15.38,20.51,10.26,10.26,6.0,7.0,7.0,8.0,6.0,6.0,15.38,19.23,19.23,19.23,13.46,13.46,10.0,9.0,9.0,8.0,9.0,6.0,-0.04,8.0,,7.0,7.0,0.0,0
1,female,27.0,26.0,European/Caucasian-American,European/Caucasian-American,3.0,9.0,20.0,16.0,18.0,16.0,16.0,14.0,6.0,4.0,8.0,8.0,5.0,6.0,15.38,19.23,19.23,19.23,13.46,13.46,9.0,7.0,7.0,6.0,6.0,6.0,-0.12,8.0,,7.0,8.0,0.0,0
1,female,27.0,24.0,European/Caucasian-American,Asian/PacificIslander/Asian-American,3.0,9.0,13.51,18.92,21.62,13.51,13.51,18.92,6.0,6.0,6.0,7.0,6.0,5.0,15.38,19.23,19.23,19.23,13.46,13.46,8.0,9.0,10.0,5.0,5.0,5.0,0.26,8.0,,6.0,6.0,0.0,0
1,female,27.0,28.0,European/Caucasian-American,European/Caucasian-American,3.0,9.0,21.43,16.67,21.43,16.67,11.9,11.9,8.0,9.0,7.0,9.0,5.0,5.0,15.38,19.23,19.23,19.23,13.46,13.46,8.0,8.0,9.0,9.0,8.0,6.0,0.49,8.0,,7.0,9.0,0.0,1
1,female,27.0,42.0,European/Caucasian-American,European/Caucasian-American,3.0,9.0,23.81,23.81,23.81,23.81,2.38,2.38,8.0,7.0,7.0,7.0,6.0,5.0,15.38,19.23,19.23,19.23,13.46,13.46,6.0,7.0,6.0,6.0,6.0,5.0,-0.43,8.0,,5.0,8.0,0.0,0
